,tweet
5804,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066021069952245760
5805,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066022357603516416
5806,govern confid state govern provid relief fund state govern minist jayakumar gajacyclon pic twitter com eezk7cabph
5807,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066023809591869440
5808,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066037850372784128
5809,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066037868471160832
5810,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066037888419332096
5811,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066041713767133189
5812,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066048982164623360
5813,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066055071966744576
5814,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066060122399563776
5815,okay yugabarati gajacyclon gaja pic twitter com 3ak4iemmgp
5816,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066199787672809473
5817,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066230475105005568
5818,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064229729933377537
5819,kamal still child kalathur kannamma movi jayalakumar respond critic chief minist examin helicopt answer gajacyclon kamalhaasan jayakumar
5820,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064363868321832961
5821,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064385404286099457
5822,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064485535819812864
5823,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064571764951330816
5824,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064585263999905793
5825,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064595844777701376
5826,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064597496297451522
5827,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064599092989321216
5828,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064601888446771200
5829,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064722898861010944
5830,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064877675947257863
5831,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief bjp4tamilnadu status 1064791843144065025
5832,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065063797356822529
5833,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065073229092421632
5834,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065278817894203397
5835,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1064444776588529665
5836,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief ponnaarrbjp status 1065200624524914688
5837,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065426597191180289
5838,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief bjp4tamilnadu status 1064886534195752961
5839,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065561362259107840
5840,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065634492855943168
5841,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief fx16new status 1065586786460610562
5842,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065677601665101825
5843,storm wind relief work fenc research come report it
5844,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065682238610771970
5845,still never get proper clean aid gaja gajacyclon kajacyclon kaja deltafarm deltacyclon help helpdeltapeopl helpdelta
5846,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065891977881837568
5847,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065896714949746693
5848,govern confid state govern provid relief fund state govern requir 15 000 crore correct calcul interview gajacyclon send relief suppli worth lakh chennai
5849,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065900067402350594
5850,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1065902944237740032
5851,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066013249794015232
5852,pudukottai district valiyalaiyalai rajajgiri panchayat visit kajapaula affect area affect area heard grievanc public gajacyclon pic twitter com uvbeqzj0sc
5853,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066015306605162501
5854,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066017353509429248
5855,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066021069952245760
5856,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066022357603516416
5857,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066023809591869440
5858,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066037850372784128
5859,bjpvelacherri hrajabjp dolphinsrithar bjpvirugai bjpmylapor bjptnagar bjpsaidapet ponnaarrbjp amitshah narendramodi bjp4india bjp4tamilnadu mpwithmodi rss bjp4tn bjp4tamilnadu gajacyclonerelief gajacyclon gajacycloneupd gajacyclonehelp gajarelief drtamilisaibjp status 1066037868471160832
